Edition,Report Type,Measure Name,State Name,Rank,Value,Score,LowerCI,UpperCI,Source,Source Year
"2022","2022 Annual","Uninsured - College Grad","Tennessee",39,4.4,,4,4.8,"U.S. Census Bureau, American Community Survey","2021"
"2022","2022 Annual","Preventive Clinical Services - Annual","Tennessee",36,-0.533,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Colorectal Cancer Screening","Tennessee",21,74.9,,72.2,77.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Black","Tennessee","",76.3,,66.9,85.6,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - White","Tennessee","",75.8,,73,78.6,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Less Than High School","Tennessee","",69.7,,60.6,78.8,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - High School/GED","Tennessee","",73.8,,68.9,78.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Some Post-High School","Tennessee","",75.4,,70.5,80.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - College Grad","Tennessee","",79.9,,75.9,83.8,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Female","Tennessee","",75.4,,71.8,79,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Male","Tennessee","",74.4,,70.4,78.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - Less Than $25,000","Tennessee","",71.2,,65.8,76.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - $25-$49,999","Tennessee","",76,,69.9,82,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - $50-$74,999","Tennessee","",70.7,,61.8,79.5,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Colorectal Cancer Screening - $75,000 or More","Tennessee","",76.2,,71.1,81.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit","Tennessee",44,59.7,,57.7,61.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Black","Tennessee","",56.6,,50.5,62.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Hispanic","Tennessee","",45.5,,33.9,57.1,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Multiracial","Tennessee","",47.5,,33.1,61.8,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - White","Tennessee","",61.6,,59.5,63.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Less Than High School","Tennessee","",39.1,,31.7,46.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - High School/GED","Tennessee","",52.3,,48.7,55.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Some Post-High School","Tennessee","",61.6,,57.8,65.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - College Grad","Tennessee","",75.7,,73,78.5,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Ages 18-44","Tennessee","",57.8,,54.5,61.1,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Ages 45-64","Tennessee","",60.7,,57.6,63.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Ages 65+","Tennessee","",62,,58.6,65.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Female","Tennessee","",60.8,,58.2,63.5,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Male","Tennessee","",58.5,,55.6,61.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - Less Than $25,000","Tennessee","",35.3,,31.1,39.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - $25-$49,999","Tennessee","",58.9,,54.3,63.5,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - $50-$74,999","Tennessee","",64.4,,59,69.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Dental Visit - $75,000 or More","Tennessee","",76.1,,72.8,79.5,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Immunizations - Annual","Tennessee",36,-0.455,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Childhood Immunizations","Tennessee",33,69.3,,63.2,75.2,"CDC, National Immunization Survey-Child","2018-2020"
"2022","2022 Annual","Flu Vaccination","Tennessee",31,43.9,,42,45.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - American Indian/Alaska Native","Tennessee","",40.3,,24.2,56.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Asian","Tennessee","",52.1,,35,69.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Black","Tennessee","",35.2,,29.4,40.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Hispanic","Tennessee","",35.8,,24.2,47.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Multiracial","Tennessee","",28,,17.3,38.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - White","Tennessee","",46.4,,44.4,48.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Less Than HS","Tennessee","",47.7,,40.5,54.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - High School/GED","Tennessee","",40.4,,36.8,44.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Some Post-High School","Tennessee","",42.3,,38.7,45.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - College Grad","Tennessee","",54.8,,51.8,57.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Ages 18-44","Tennessee","",31.8,,28.9,34.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Ages 45-64","Tennessee","",44.9,,41.8,48.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Ages 65+","Tennessee","",66.1,,62.6,69.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Female","Tennessee","",48.3,,45.7,51,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Male","Tennessee","",39.1,,36.4,41.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Less Than $25,000","Tennessee","",44.1,,39.2,49,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - $25-$49,999","Tennessee","",43.4,,39.5,47.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - $50-$74,999","Tennessee","",47.3,,42,52.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - $75,000 or More","Tennessee","",48.4,,44.8,51.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Metro","Tennessee","",45.2,,42.9,47.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Flu Vaccination - Non-Metro","Tennessee","",40.2,,36.8,43.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","HPV Vaccination","Tennessee",40,56.5,,49.4,63.3,"CDC, National Immunization Survey-Teen","2021"
"2022","2022 Annual","HPV Vaccination - Females","Tennessee",27,64.4,,54.2,73.5,"CDC, National Immunization Survey-Teen","2021"
"2022","2022 Annual","HPV Vaccination - Males","Tennessee",43,48.8,,39.3,58.4,"CDC, National Immunization Survey-Teen","2021"
"2022","2022 Annual","Quality of Care - Annual","Tennessee",38,-0.36,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Dedicated Health Care Provider","Tennessee",33,82.8,,81.3,84.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Female","Tennessee","",88.8,,87.1,90.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Male","Tennessee","",76.4,,73.9,78.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Ages 18-44","Tennessee","",71.6,,68.7,74.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Ages 45-64","Tennessee","",88.4,,86.4,90.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Ages 65+","Tennessee","",97.1,,96.1,98.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - American Indian/Alaska Native","Tennessee","",78.2,,63.2,93.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Asian","Tennessee","",63.7,,47.1,80.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Black","Tennessee","",80.2,,75.1,85.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Hispanic","Tennessee","",68.4,,57.8,79,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Multiracial","Tennessee","",82.7,,73.3,92.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - White","Tennessee","",84.9,,83.4,86.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Less Than High School","Tennessee","",80.4,,74.6,86.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - High School/GED","Tennessee","",83.3,,80.3,86.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Some Post-High School","Tennessee","",84.8,,82.2,87.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - College Grad","Tennessee","",88.3,,86.3,90.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - $25-$49,999","Tennessee","",84.2,,81.2,87.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - $50-$74,999","Tennessee","",81.4,,76.9,85.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - $75,000 or More","Tennessee","",88.3,,85.8,90.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated HC Provider - Less Than $25,000","Tennessee","",82,,77.9,86.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated Health Care Provider - Metro","Tennessee","",82.7,,80.8,84.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Dedicated Health Care Provider - Non-Metro","Tennessee","",83.3,,80.6,86,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Preventable Hospitalizations","Tennessee",33,3050,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - Female","Tennessee",38,3208,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - Male","Tennessee",30,2871,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - American Indian/Alaska Native","Tennessee","","",,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - Asian/Pacific Islander","Tennessee","",1388,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - Black","Tennessee","",4337,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - Hispanic","Tennessee","",2513,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Preventable Hospitalizations - White","Tennessee",37,2917,,"","","U.S. HHS, Centers for Medicare & Medicaid Services, Office of Minority Health, Mapping Medicare Disparities Tool","2020"
"2022","2022 Annual","Behaviors","Tennessee",43,-0.86,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Nutrition and Physical Activity - Annual","Tennessee",43,-0.667,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Exercise","Tennessee",29,21.8,,20.2,23.4,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - American Indian/Alaska Native","Tennessee","",31.8,,15.8,47.8,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Black","Tennessee","",23.3,,18.5,28.1,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Hispanic","Tennessee","",27.8,,17.2,38.4,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - White","Tennessee",36,21,,19.3,22.8,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Less Than High School","Tennessee","",12.2,,8.2,16.2,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - High School/GED","Tennessee",25,17.7,,14.8,20.6,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Some Post-High School","Tennessee",32,21.9,,18.6,25.2,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - College Grad","Tennessee",23,27.8,,24.9,30.8,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Ages 18-44","Tennessee",25,23.9,,21,26.9,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Ages 45-64","Tennessee",31,19.5,,17.3,21.8,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Ages 65+","Tennessee",33,20.9,,18.3,23.4,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Female","Tennessee",35,19.4,,17.2,21.5,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Male","Tennessee",27,24.3,,21.9,26.8,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - Less Than $25,000","Tennessee",31,15.3,,12.5,18.1,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - $25-$49,999","Tennessee",29,19.3,,15.8,22.7,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - $50-$74,999","Tennessee",37,20.7,,16.3,25.1,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Exercise - $75,000 or More","Tennessee",16,28.8,,25.2,32.4,"CDC, Behavioral Risk Factor Surveillance System","2019"
"2022","2022 Annual","Fruit and Vegetable Consumption","Tennessee",30,6.8,,5.8,7.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Black","Tennessee","",8.3,,4.4,12.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - White","Tennessee","",6.4,,5.3,7.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Less Than High School","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - High School/GED","Tennessee","",6,,4.2,7.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Some Post-High School","Tennessee","",6.9,,4.7,9.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - College Grad","Tennessee","",8.1,,6.3,9.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Ages 18-44","Tennessee","",8.6,,6.6,10.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Ages 45-64","Tennessee","",5.2,,3.8,6.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Ages 65+","Tennessee","",5.7,,4.1,7.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Female","Tennessee","",7.7,,6.2,9.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Male","Tennessee","",5.8,,4.4,7.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Less Than $25,000","Tennessee","",5.8,,3.3,8.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - $25-$49,999","Tennessee","",5.9,,3.8,8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - $50-$74,999","Tennessee","",9.2,,5.9,12.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - $75,000 or More","Tennessee","",7.9,,5.9,9.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Metro","Tennessee","",7,,5.7,8.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Fruit and Vegetable Consumption - Non-Metro","Tennessee","",6.4,,4.5,8.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity","Tennessee",43,28.7,,27,30.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - American Indian/Alaska Native","Tennessee","",30.3,,14.1,46.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Black","Tennessee","",30,,24.6,35.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Hispanic","Tennessee","",26.7,,16,37.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Multiracial","Tennessee","",23.6,,14,33.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - White","Tennessee","",29.3,,27.4,31.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Less Than High School","Tennessee","",52.7,,45.9,59.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - High School/GED","Tennessee","",36.2,,32.7,39.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Some Post-High School","Tennessee","",28.1,,25,31.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - College Grad","Tennessee","",14.3,,12.3,16.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Ages 18-44","Tennessee","",20.8,,18.2,23.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Ages 45-64","Tennessee","",32.6,,29.7,35.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Ages 65+","Tennessee","",38.5,,35,42,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Female","Tennessee","",30.5,,28.1,32.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Male","Tennessee","",26.7,,24.2,29.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Less Than $25,000","Tennessee","",42.8,,38.1,47.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - $25-$49,999","Tennessee","",37.1,,33.3,41,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - $50-$74,999","Tennessee","",25.9,,21,30.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - $75,000 or More","Tennessee","",15.8,,13.2,18.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Metro","Tennessee","",26.3,,24.3,28.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Physical Inactivity - Non-Metro","Tennessee","",35.8,,32.5,39.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Sexual Health - Annual","Tennessee",45,-0.817,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Chlamydia","Tennessee",43,555.1,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - American Indian/Alaska Native","Tennessee","",187.8,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Asian","Tennessee","",153.7,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Black","Tennessee","",1641,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Hispanic/Latino","Tennessee","",636.7,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Multiracial","Tennessee","",180.7,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Hawaiian/Pacific Islander","Tennessee","",1089.8,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - White","Tennessee","",309.1,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Female","Tennessee","",714.1,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","Chlamydia - Male","Tennessee","",388.1,,"","","CDC, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention Atlas","2020"
"2022","2022 Annual","High-risk HIV Behaviors","Tennessee",32,5.9,,4.7,7.1,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
